time,curpos_x,curpos_y,curpos_z,curpos_a,curpos_c,mpt,melt_pool_area,outpower
2025-08-27 10:54:43.695,63.118,67.995,138.7,-8.324,110.113,1678.3501861315767,,492.4361494236619
2025-08-27 10:54:43.727,61.478,38.077,27.747,25.26,61.084,1672.7380610238397,,490.2072508153302
2025-08-27 10:54:43.790,-32.29,31.463,-0.491,42.359,-3.732,1768.7182054320203,,495.91580074124454
2025-08-27 10:54:43.822,61.851,96.201,79.269,76.077,8.534,1744.6589028714295,,523.7062248842423
2025-08-27 10:54:43.885,90.623,84.031,-39.893,69.649,-25.663,1558.9708841644288,,479.81398719643386
2025-08-27 10:54:43.885,90.623,84.031,-39.893,69.649,-25.663,1558.9708841644288,,479.81398719643386
2025-08-27 10:54:43.962,0.26,-19.467,34.325,39.422,51.562,1465.929376636974,,512.4081682634945
2025-08-27 10:54:44.011,134.587,38.169,4.057,-64.382,91.093,1619.6406229615977,,489.4336799139596
2025-08-27 10:54:44.041,-22.84,43.365,-47.563,112.905,45.601,1645.2121178631082,,495.2962126755567
2025-08-27 10:54:44.102,74.652,119.107,-49.333,46.72,28.511,1559.8432356839978,,503.536995929785
2025-08-27 10:54:44.165,43.051,95.791,32.023,127.069,42.512,1539.168817437684,,499.25364176437415
2025-08-27 10:54:44.165,43.051,95.791,32.023,127.069,42.512,1539.168817437684,,499.25364176437415
2025-08-27 10:54:44.196,69.916,25.061,10.584,45.852,31.622,1517.2497074955113,,493.46767821661996
2025-08-27 10:54:44.196,69.916,25.061,10.584,45.852,31.622,1517.2497074955113,,493.46767821661996
2025-08-27 10:54:44.271,92.354,-1.599,-58.999,109.703,47.725,1603.8573920266645,,504.303966077613
2025-08-27 10:54:44.320,-24.113,24.624,36.927,35.919,114.885,1520.1685487336067,,490.6123851459083
2025-08-27 10:54:44.388,65.329,57.777,63.949,76.549,76.296,1391.2138307678547,,499.7819367491266
2025-08-27 10:54:44.432,78.682,159.461,99.531,-26.046,46.687,1584.0316004304766,,502.53529960072757
2025-08-27 10:54:44.478,-25.068,50.754,-17.603,117.459,34.822,1533.4871648734063,,495.87716628490926
2025-08-27 10:54:44.552,-18.817,9.018,35.082,101.681,92.161,1526.8404338615385,,516.9354096304922
2025-08-27 10:54:44.620,38.647,79.413,75.773,34.753,77.92,1634.5315577726874,,511.0890219202889
2025-08-27 10:54:44.651,-17.056,12.285,14.76,64.166,23.931,1389.182800745398,,524.9297116364551
2025-08-27 10:54:44.703,12.03,87.873,22.818,80.178,104.483,1412.4901406242057,,494.08109120281813
2025-08-27 10:54:44.758,-4.91,12.823,51.768,-8.43,-20.093,1659.9419206574848,,491.72232401784663
2025-08-27 10:54:44.825,31.853,49.04,108.45,11.245,14.829,1530.4372534694216,,491.07694478716377
2025-08-27 10:54:44.857,5.171,19.712,50.056,37.766,48.096,1328.376309989666,,505.9737940811846
2025-08-27 10:54:44.918,-3.214,36.677,51.193,173.961,92.182,1587.6325735102316,,490.12641483380816
2025-08-27 10:54:44.950,33.881,37.328,-19.346,212.133,78.627,1380.3002324918857,,507.6056571937169
2025-08-27 10:54:44.950,33.881,37.328,-19.346,212.133,78.627,1380.3002324918857,,507.6056571937169
2025-08-27 10:54:45.042,57.956,87.386,74.364,4.383,-30.344,1636.8457263645712,,504.17224974426694
2025-08-27 10:54:45.074,40.312,82.668,90.536,-31.528,2.875,1483.4324518222247,,510.47898207019995
2025-08-27 10:54:45.138,16.176,90.457,78.873,47.842,34.395,1699.9585540950666,,504.72848680647473
2025-08-27 10:54:45.168,89.935,24.794,35.313,0.581,97.045,1636.8476021653807,,495.56681200711057
2025-08-27 10:54:45.168,89.935,24.794,35.313,0.581,97.045,1636.8476021653807,,495.56681200711057
2025-08-27 10:54:45.247,-19.309,54.601,43.834,-1.01,114.846,1744.3472117453166,,512.6896956627511
2025-08-27 10:54:45.323,114.184,-4.18,140.654,-29.641,82.902,1557.3930142738345,,496.62923537539854
2025-08-27 10:54:45.376,-84.151,47.999,51.797,87.404,69.271,1434.712848444964,,490.3633375718749
2025-08-27 10:54:45.401,69.934,75.732,19.924,95.15,30.269,1562.2667397883263,,507.0865822564491
2025-08-27 10:54:45.435,91.353,12.19,17.838,27.939,53.567,1526.0080057988298,,489.57436368935566
2025-08-27 10:54:45.516,54.051,90.161,86.259,106.07,20.792,1631.6799124553277,,501.51043770460836
2025-08-27 10:54:45.542,112.267,115.335,156.455,101.425,100.133,1622.8837205942805,,482.4670092044477
2025-08-27 10:54:45.605,-54.415,74.782,48.337,17.303,129.529,1669.0240100611927,,494.05291589933466
2025-08-27 10:54:45.636,61.278,109.962,60.133,-29.359,28.59,1579.1473671208787,,513.2022553042931
2025-08-27 10:54:45.698,55.135,59.73,121.365,107.978,15.732,1572.025644258087,,498.4522038039216
2025-08-27 10:54:45.729,126.979,10.026,59.704,30.601,-14.332,1696.2067001367143,,496.36990191294564
2025-08-27 10:54:45.796,-26.122,-52.402,93.464,45.669,173.387,1584.1176084877684,,501.9630827500237
2025-08-27 10:54:45.823,23.98,107.848,26.331,45.72,-27.749,1666.510932291737,,509.88162768955556
2025-08-27 10:54:45.885,82.45,-21.075,14.09,51.424,137.59,1753.850810631482,,502.2920504775313
2025-08-27 10:54:45.917,59.772,-19.248,25.107,61.872,22.941,1589.500898493015,,503.3214583740363
2025-08-27 10:54:45.972,37.947,20.562,88.045,105.028,75.758,1559.5524480126646,,509.41944120055325
2025-08-27 10:54:46.027,18.269,47.333,-8.019,84.66,95.618,1725.9012102825732,,497.23789662229956
2025-08-27 10:54:46.059,28.532,104.484,107.329,73.815,79.066,1453.8952492282933,,503.54897126160233
2025-08-27 10:54:46.105,43.986,-0.329,67.184,197.514,231.815,1393.6242536606173,,491.4519704795005
2025-08-27 10:54:46.168,8.021,75.45,115.803,50.606,-7.242,1427.0374301279496,,493.7762665337889
2025-08-27 10:54:46.168,8.021,75.45,115.803,50.606,-7.242,1427.0374301279496,,493.7762665337889
2025-08-27 10:54:46.204,31.781,55.614,-15.534,28.913,61.613,1490.3285814408687,,494.75450317360253
2025-08-27 10:54:46.267,70.094,92.522,73.344,15.05,-15.503,1655.5094835819427,,505.18790476420287
2025-08-27 10:54:46.328,48.32,6.162,-50.676,137.065,97.983,1527.2732126976312,,490.44436227389997
2025-08-27 10:54:46.354,26.304,61.797,59.44,25.56,74.314,1570.9094636613381,,510.8632627330515
2025-08-27 10:54:46.425,76.176,33.606,14.166,-7.77,98.897,1672.6387148138995,,496.46475678244093
2025-08-27 10:54:46.448,19.43,16.538,13.783,32.508,78.23,1551.2334082436919,,517.1446832958853
2025-08-27 10:54:46.501,106.979,56.418,58.697,72.335,80.626,1643.0112576532506,,499.5446679505623
2025-08-27 10:54:46.572,57.407,116.143,-26.214,106.585,40.931,1627.6691902365844,,502.77596471666084
2025-08-27 10:54:46.604,53.952,142.938,-0.233,35.978,151.055,1491.7424764920138,,499.82402744092093
2025-08-27 10:54:46.635,40.162,1.582,22.299,74.273,159.564,1560.0958413578105,,505.0868573720606
2025-08-27 10:54:46.683,105.704,29.385,50.61,-31.821,56.384,1449.710366377286,,502.71070481958424
2025-08-27 10:54:46.745,96.965,33.145,76.387,61.07,36.824,1669.3182545098596,,480.3160917370603
2025-08-27 10:54:46.745,96.965,33.145,76.387,61.07,36.824,1669.3182545098596,,480.3160917370603
2025-08-27 10:54:46.777,136.641,101.7,9.381,119.942,14.353,1508.5728942635042,,520.3187882957058
2025-08-27 10:54:46.847,82.403,32.207,57.397,29.513,96.06,1656.7480648281685,,501.4592634960749
2025-08-27 10:54:46.942,75.159,50.86,-15.083,153.473,-12.437,1755.3550134407665,,499.09226248176657
2025-08-27 10:54:46.994,47.499,57.119,43.424,-49.682,-47.129,1636.554804829898,,513.1937753766667
2025-08-27 10:54:47.026,64.095,133.924,51.807,82.787,4.629,1373.5714631572937,,485.51743535523906
2025-08-27 10:54:47.058,28.822,48.605,18.078,25.256,160.308,1459.260450119821,,505.5414319610764
2025-08-27 10:54:47.094,54.621,107.183,-34.405,91.215,31.876,1571.156584351511,,498.7418834483537
2025-08-27 10:54:47.094,54.621,107.183,-34.405,91.215,31.876,1571.156584351511,,498.7418834483537
2025-08-27 10:54:47.150,104.486,-13.556,74.002,149.971,1.11,1558.587746157389,,493.061013307118
2025-08-27 10:54:47.255,0.839,-58.675,83.163,97.964,53.008,1716.7614835583984,,502.9232677964771
2025-08-27 10:54:47.291,101.393,114.748,88.159,-0.541,65.421,1491.8437839743276,,492.9615965899562
2025-08-27 10:54:47.322,37.815,52.188,65.019,78.254,89.973,1466.844837716908,,492.4629048589305
2025-08-27 10:54:47.353,105.467,85.876,14.124,-0.19,46.373,1537.5360453562278,,499.4132052191866
2025-08-27 10:54:47.353,105.467,85.876,14.124,-0.19,46.373,1537.5360453562278,,499.4132052191866
2025-08-27 10:54:47.494,151.678,-42.638,19.512,-9.39,-6.843,1478.8849050668832,,513.6493815371011
2025-08-27 10:54:47.526,-23.097,43.455,93.231,61.656,43.837,1529.7226846857454,,488.57410011869433
2025-08-27 10:54:47.557,66.348,-15.979,73.112,79.334,-64.967,1594.4071245539342,,497.22134257445373
2025-08-27 10:54:47.588,117.899,-12.595,103.881,6.496,-32.901,1599.6679926057575,,502.8308177830773
2025-08-27 10:54:47.674,59.196,48.494,97.384,17.008,25.499,1466.505266396584,,491.84676489119533
2025-08-27 10:54:47.729,99.424,125.326,32.838,59.555,86.818,1634.8829468510492,,502.0604619574989
2025-08-27 10:54:47.760,-2.52,42.599,51.732,79.6,56.986,1502.253007248108,,503.28322018110975
2025-08-27 10:54:47.823,132.071,41.126,63.951,30.579,62.407,1605.8867212412445,,497.0565941842892
2025-08-27 10:54:47.823,132.071,41.126,63.951,30.579,62.407,1605.8867212412445,,497.0565941842892
2025-08-27 10:54:47.857,40.494,37.747,99.294,87.412,78.906,1714.715969237457,,490.0082846084161
2025-08-27 10:54:47.857,40.494,37.747,99.294,87.412,78.906,1714.715969237457,,490.0082846084161
2025-08-27 10:54:47.902,78.674,34.689,-10.246,-40.065,62.016,1621.0426245083338,,514.7014447915416
2025-08-27 10:54:47.997,25.952,61.431,-27.688,72.315,32.048,1701.443644417681,,508.2785195092935
2025-08-27 10:54:48.044,57.354,90.335,134.312,-19.426,148.888,1564.859823972994,,498.9199863705516
2025-08-27 10:54:48.071,3.812,74.905,112.137,-63.502,26.277,1549.704093345391,,496.8838880556044
2025-08-27 10:54:48.131,113.127,21.009,23.025,31.584,86.568,1737.1922727760339,,497.9787101649932
2025-08-27 10:54:48.131,113.127,21.009,23.025,31.584,86.568,1737.1922727760339,,497.9787101649932
2025-08-27 10:54:48.178,106.365,13.412,94.043,-0.541,-46.066,1659.528480457204,,491.33987218559525
2025-08-27 10:54:48.280,137.745,-41.358,129.392,85.851,83.739,1574.1617614904492,,490.66286872696344
2025-08-27 10:54:48.280,137.745,-41.358,129.392,85.851,83.739,1574.1617614904492,,490.66286872696344
2025-08-27 10:54:48.338,24.25,58.386,153.899,21.224,55.439,1697.3558902997438,,498.6532115526468
2025-08-27 10:54:48.420,126.999,94.286,62.106,14.369,17.971,1535.723199105532,,485.61039836173774
2025-08-27 10:54:48.420,126.999,94.286,62.106,14.369,17.971,1535.723199105532,,485.61039836173774
2025-08-27 10:54:48.471,4.349,-47.405,121.554,101.717,37.395,1593.963291948833,,499.69809374150594
2025-08-27 10:54:48.538,61.012,62.081,20.586,125.08,-115.717,1272.3399566293374,,513.5239799390075
2025-08-27 10:54:48.538,61.012,62.081,20.586,125.08,-115.717,1272.3399566293374,,513.5239799390075
2025-08-27 10:54:48.631,134.864,127.722,71.134,52.663,100.222,1668.6403367343848,,482.3290942592644
2025-08-27 10:54:48.686,113.989,10.699,101.328,173.96,10.096,1575.4512214317913,,491.99617322907324
2025-08-27 10:54:48.686,113.989,10.699,101.328,173.96,10.096,1575.4512214317913,,491.99617322907324
2025-08-27 10:54:48.769,54.656,107.651,74.306,83.911,31.791,1610.0093661369042,,485.32653236270806
2025-08-27 10:54:48.824,-13.743,142.787,55.601,49.652,57.936,1740.2679240499235,,492.5284094525312
2025-08-27 10:54:48.878,50.059,54.165,44.564,42.471,104.444,1740.6490040298995,,489.24899332107213
2025-08-27 10:54:48.878,50.059,54.165,44.564,42.471,104.444,1740.6490040298995,,489.24899332107213
2025-08-27 10:54:48.933,57.195,-6.235,10.866,1.222,76.594,1635.3623459444168,,496.168327817458
2025-08-27 10:54:48.933,57.195,-6.235,10.866,1.222,76.594,1635.3623459444168,,496.168327817458
2025-08-27 10:54:48.986,55.037,173.455,24.723,-50.536,50.569,1431.9173972444473,,507.47131292616484
2025-08-27 10:54:48.986,55.037,173.455,24.723,-50.536,50.569,1431.9173972444473,,507.47131292616484
2025-08-27 10:54:49.100,81.407,5.326,-2.994,4.022,13.18,1523.5520490710874,,498.1875400218508
2025-08-27 10:54:49.177,55.254,11.307,29.131,5.677,60.389,1460.4971147177228,,491.1283989518346
2025-08-27 10:54:49.267,-53.676,-58.816,131.26,-4.775,82.133,1409.9769211431599,,493.1486320768776
2025-08-27 10:54:49.267,-53.676,-58.816,131.26,-4.775,82.133,1409.9769211431599,,493.1486320768776
2025-08-27 10:54:49.267,-53.676,-58.816,131.26,-4.775,82.133,1409.9769211431599,,493.1486320768776
2025-08-27 10:54:49.459,51.799,35.188,52.379,93.77,-119.874,1526.8724315812412,,501.48939163453093
2025-08-27 10:54:49.459,51.799,35.188,52.379,93.77,-119.874,1526.8724315812412,,501.48939163453093
2025-08-27 10:54:49.508,-3.311,130.484,30.886,-18.744,88.976,1662.0621895622094,,514.1175122694353
2025-08-27 10:54:49.654,80.038,25.793,10.444,94.31,58.171,1553.0934304330374,,505.62871210398475
2025-08-27 10:54:49.654,80.038,25.793,10.444,94.31,58.171,1553.0934304330374,,505.62871210398475
2025-08-27 10:54:49.680,74.687,-2.046,101.171,138.48,18.978,1551.7233646436164,,493.18721809771955
2025-08-27 10:54:49.680,74.687,-2.046,101.171,138.48,18.978,1551.7233646436164,,493.18721809771955
2025-08-27 10:54:49.740,20.71,-67.402,76.705,79.813,108.957,1650.7463287220103,,510.9011169420336
2025-08-27 10:54:49.849,24.274,133.929,20.119,73.071,64.975,1431.2605587961132,,513.0349021780448
2025-08-27 10:54:49.849,24.274,133.929,20.119,73.071,64.975,1431.2605587961132,,513.0349021780448
2025-08-27 10:54:49.910,121.013,19.387,-6.508,61.273,38.446,1487.6225307715747,,484.0264031870314
2025-08-27 10:54:49.997,-22.935,-28.093,-35.599,6.28,154.686,1559.3418328719451,,485.8462358421015
2025-08-27 10:54:50.092,-17.19,16.132,158.615,84.147,69.776,1446.8299541719377,,502.73435256852287
2025-08-27 10:54:50.121,15.605,6.081,-4.409,112.53,33.366,1508.6852926887634,,511.451987145849
2025-08-27 10:54:50.196,46.104,6.369,42.069,-19.787,-22.47,1550.4995398407195,,507.95814801683457
2025-08-27 10:54:50.231,21.894,102.285,1.293,0.53,167.477,1530.1512030365575,,503.95118897976056
2025-08-27 10:54:50.290,28.591,134.95,9.026,134.055,107.03,1595.9759628731567,,502.9906048895384
2025-08-27 10:54:50.320,57.059,24.854,111.43,160.575,76.424,1530.176422248754,,498.9725345451147
2025-08-27 10:54:50.320,57.059,24.854,111.43,160.575,76.424,1530.176422248754,,498.9725345451147
2025-08-27 10:54:50.412,96.719,16.681,28.362,102.876,38.154,1550.9907077814835,,498.38369026097786
2025-08-27 10:54:50.445,141.59,114.578,-11.138,112.662,84.991,1605.5264614792784,,485.9078555182201
2025-08-27 10:54:50.476,118.86,50.739,72.252,53.282,54.6,1669.9810717048897,,489.19852694659755
2025-08-27 10:54:50.535,-22.692,86.763,100.36,29.18,99.394,1603.5216359760009,,510.7440095670916
2025-08-27 10:54:50.585,101.589,80.348,116.384,84.875,21.891,1574.7961172039084,,497.99184407182196
2025-08-27 10:54:50.650,10.214,20.697,6.004,43.81,41.86,1618.3270025344846,,508.7467327635695
2025-08-27 10:54:50.650,10.214,20.697,6.004,43.81,41.86,1618.3270025344846,,508.7467327635695
2025-08-27 10:54:50.680,24.973,-46.575,60.561,160.436,42.492,1623.7560661938867,,495.38827801864056
2025-08-27 10:54:50.680,24.973,-46.575,60.561,160.436,42.492,1623.7560661938867,,495.38827801864056
2025-08-27 10:54:50.756,122.869,72.217,106.236,12.013,45.5,1647.1880115584768,,487.7966142808614
2025-08-27 10:54:50.846,70.77,65.399,37.572,94.155,47.978,1654.2376184638997,,496.44815356380144
2025-08-27 10:54:50.915,-1.932,-7.441,63.879,33.645,-53.375,1699.7033983056972,,486.62636509130266
2025-08-27 10:54:50.945,26.14,44.038,113.994,87.262,23.532,1538.1350196640435,,483.0331760155239
2025-08-27 10:54:51.004,34.731,-0.199,78.537,41.869,50.759,1414.1018393761324,,497.0615236627272
2025-08-27 10:54:51.035,103.142,39.598,52.417,-18.697,105.97,1643.1266054868768,,488.1312668378408
2025-08-27 10:54:51.100,78.206,43.389,80.856,151.59,-39.246,1717.1788703586644,,487.9103484875568
2025-08-27 10:54:51.129,63.131,18.545,105.152,215.356,77.41,1596.401962131813,,510.1645240986809
2025-08-27 10:54:51.194,-19.424,-52.402,84.415,17.428,140.494,1804.1494298337352,,511.11501322419264
2025-08-27 10:54:51.222,34.317,96.6,16.063,115.563,-31.769,1601.594765797232,,496.59315825326644
2025-08-27 10:54:51.285,-5.016,55.774,184.609,58.867,55.649,1531.0456057946926,,485.24756380618624
2025-08-27 10:54:51.316,46.377,-12.835,107.27,51.301,59.316,1807.4256127276424,,514.0498942930378
2025-08-27 10:54:51.377,83.917,119.688,-10.051,42.15,72.786,1614.3802355679709,,491.8914198037465
2025-08-27 10:54:51.408,39.188,124.754,-68.124,73.48,13.924,1585.0572703693406,,490.09710721034514
2025-08-27 10:54:51.471,-57.203,42.775,23.758,25.744,43.685,1705.4603476919333,,511.0795484937298
2025-08-27 10:54:51.502,-11.248,79.596,10.488,126.796,-11.832,1623.189684218037,,491.80390176357474
2025-08-27 10:54:51.565,53.687,57.897,21.579,64.606,71.046,1500.744046353543,,487.9687197969123
2025-08-27 10:54:51.595,98.821,119.997,30.937,74.611,111.661,1781.9337851793896,,506.1888329052043
2025-08-27 10:54:51.658,22.879,78.5,75.855,66.637,94.267,1660.819166161976,,487.7748425925345
2025-08-27 10:54:51.689,55.467,60.916,1.213,27.87,-2.359,1525.9381372384933,,499.65075105488967
2025-08-27 10:54:51.751,77.653,135.937,72.934,96.86,70.046,1640.7265805841282,,506.79393191502953
2025-08-27 10:54:51.782,-25.153,-28.262,-23.097,81.094,91.821,1653.3206956501854,,492.6689037703139
2025-08-27 10:54:51.843,71.941,23.257,-21.975,81.025,131.345,1492.2513866338545,,492.16589998387207
2025-08-27 10:54:51.873,81.222,49.009,108.436,145.426,28.314,1592.9901598682907,,505.14634689665434
2025-08-27 10:54:51.934,39.291,-77.1,43.733,26.601,-8.655,1438.4323440204903,,498.0966121682513
2025-08-27 10:54:51.965,42.019,49.297,48.486,45.022,26.555,1671.62577429537,,500.747426398958
2025-08-27 10:54:52.027,51.617,109.311,30.994,19.911,24.933,1676.0615269183436,,512.416027084278
2025-08-27 10:54:52.058,69.14,6.911,-3.648,16.122,13.889,1577.9671502671765,,496.734068775945
2025-08-27 10:54:52.121,93.831,77.902,21.389,46.788,164.704,1750.6467072496778,,495.7833053152604
2025-08-27 10:54:52.151,-5.221,-7.238,132.287,84.755,-20.529,1490.7276918114298,,484.49589493103014
2025-08-27 10:54:52.198,68.022,18.151,54.816,-18.864,40.663,1694.6919723401252,,504.92941425755663
2025-08-27 10:54:52.198,68.022,18.151,54.816,-18.864,40.663,1694.6919723401252,,504.92941425755663
2025-08-27 10:54:52.242,-13.157,111.213,-61.995,100.297,20.083,1375.9108683027337,,503.1999045470909
2025-08-27 10:54:52.296,42.906,-29.377,135.153,-20.394,31.188,1728.7904199532243,,502.3315466328337
2025-08-27 10:54:52.336,35.055,101.629,40.089,72.222,30.286,1561.352843326148,,492.8270923422143
2025-08-27 10:54:52.419,73.349,18.477,21.3,74.781,86.467,1585.1898275747922,,483.0469949007988
2025-08-27 10:54:52.493,33.048,-21.071,55.977,77.595,-2.975,1480.2014477938064,,481.76588158872255
2025-08-27 10:54:52.524,62.962,60.747,-31.48,-23.046,174.792,1562.9810464103264,,490.8936974387898
2025-08-27 10:54:52.588,51.576,-78.068,73.542,39.243,33.494,1576.2435714960536,,518.6297550971608
2025-08-27 10:54:52.615,130.72,9.805,89.71,35.478,128.725,1516.0270826396593,,498.26669427125205
2025-08-27 10:54:52.678,203.826,115.555,-12.893,45.835,88.741,1562.9757087487742,,490.87168164407524
2025-08-27 10:54:52.709,-8.158,-44.347,35.698,1.176,75.814,1453.0900817756544,,490.8876192799846
2025-08-27 10:54:52.771,-21.337,73.077,0.981,67.196,-15.967,1648.3729499096028,,492.35433085424046
2025-08-27 10:54:52.804,80.959,74.574,29.937,30.366,80.095,1639.2061595701962,,503.62870036583195
2025-08-27 10:54:52.865,114.711,86.085,145.718,49.935,-23.478,1645.7704164374343,,499.10168069254433
2025-08-27 10:54:52.896,36.437,16.502,39.685,93.321,128.207,1674.5561233507324,,500.382317250391
2025-08-27 10:54:52.960,143.684,33.293,-27.138,106.848,65.522,1609.9754842737057,,501.7511453322231
2025-08-27 10:54:52.992,52.888,41.753,21.259,57.996,103.57,1631.27447354828,,491.82934204883657
2025-08-27 10:54:53.022,86.831,67.443,158.436,79.106,43.055,1635.3820177109353,,514.5866307011062
2025-08-27 10:54:53.022,86.831,67.443,158.436,79.106,43.055,1635.3820177109353,,514.5866307011062
2025-08-27 10:54:53.054,26.121,22.033,19.783,75.022,51.594,1574.7866983505678,,508.7623145750612
2025-08-27 10:54:53.054,26.121,22.033,19.783,75.022,51.594,1574.7866983505678,,508.7623145750612
2025-08-27 10:54:53.220,-24.275,51.104,-3.436,25.494,107.842,1510.6976628537439,,485.52897901679916
2025-08-27 10:54:53.282,-0.694,82.489,10.562,142.687,106.971,1572.2292897292145,,492.6761264806812
2025-08-27 10:54:53.317,54.68,110.446,53.694,14.209,-2.513,1565.775383432159,,490.8590947804662
2025-08-27 10:54:53.380,0.244,11.859,46.081,51.097,35.044,1404.89997684633,,492.01520523027443
2025-08-27 10:54:53.411,72.527,13.904,20.216,-18.305,88.049,1546.4281341914261,,483.80583391186144
2025-08-27 10:54:53.472,60.291,43.616,23.926,-17.097,52.811,1728.9869472853793,,484.8558838410039
2025-08-27 10:54:53.508,58.469,151.828,-51.253,-15.873,66.536,1726.815616426562,,491.044361146292
2025-08-27 10:54:53.565,-43.308,46.662,110.04,44.933,38.225,1609.0186442636466,,504.9728291970756
2025-08-27 10:54:53.598,40.98,37.609,34.135,38.684,65.206,1624.4553820273331,,515.2062715943183
2025-08-27 10:54:53.658,47.441,60.426,61.456,77.349,-42.797,1589.4925065169618,,508.9752110052251
2025-08-27 10:54:53.688,83.047,24.819,77.25,-43.656,46.405,1682.384343241191,,502.4298065325497
2025-08-27 10:54:53.751,-37.458,104.207,47.93,60.373,76.13,1549.2103098944806,,483.97832650048235
2025-08-27 10:54:53.782,20.25,38.847,-16.159,-6.397,117.161,1608.83901762613,,499.0009206716345
